PlayerName,TrackerID,KillDeathRatio,WinRatio,TimeSurvived,RoundsPlayed,Wins,WinTop10Ratio,Top10s,Top10Ratio,Losses,Rating,BestRating,DamagePg,HeadshotKillsPg,HealsPg,KillsPg,MoveDistancePg,RoadKillsPg,TeamKillsPg,TimeSurvivedPg,Top10sPg,Kills,Assists,Suicides,TeamKills,HeadshotKills,HeadshotKillRatio,VehicleDestroys,RoadKills,DailyKills,WeeklyKills,RoundMostKills,MaxKillStreaks,Days,LongestTimeSurvived,MostSurvivalTime,AvgSurvivalTime,WinPoints,WalkDistance,RideDistance,MoveDistance,AvgWalkDistance,AvgRideDistance,LongestKill,Heals,Boosts,DamageDealt
UsernameHensel,186167,0.5,0,32629.16,46,0,0,1,2.2,46,1268.05,1286.13,56.31,0.04,0.59,0.5,1530.7,0.04,0.02,709.33,0.02,23,1,1,1,2,0.09,0,2,2,2,3,2,16,1662.64,1662.64,709.33,1052,40708.54,29703.53,70412.06,884.97,645.73,202.36,27,10,2590.43
IrishJumper,144512,0.99,1.3,63194.13,77,1,0.05,12,15.6,76,1666.14,1679.17,117.24,0.14,2.01,0.97,1891.09,0,0.01,820.7,0.16,75,4,1,1,11,0.15,1,0,6,14,6,2,29,1975.91,1975.91,942.45,2416,93713.58,51900.25,145613.8,1478.76,346,367.61,155,69,9027.86
HamsterHuey,36752,2.08,2.44,38149.32,41,1,0.12,5,12.2,40,1717.84,1712.21,229.46,0.44,2.1,2.02,2511.08,0,0,930.47,0.12,83,5,0,0,18,0.22,0,0,5,10,10,2,22,1981.05,1981.05,975.91,4598,62150.03,40804.18,102954.2,1757.06,1217.2,307.97,86,83,9407.8
shinybuckles,164508,0,0,188.48,1,0,0,0,0,1,1183.41,1200,0,0,0,0,63.94,0,0,188.48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,188.48,188.48,188.48,986,63.94,0,63.94,63.94,0,0,0,0,0
PromiseOfTheReal,62006,1.04,2.88,99485.45,104,3,0.17,23,22.1,101,2014.71,2030.33,126.78,0.07,0.89,1.01,3212.72,0.02,0,956.59,0.22,105,5,0,0,7,0.07,0,2,2,16,7,2,39,1989.27,1989.27,1092.15,3083,136098.49,198024.31,334122.81,1541.84,2595.28,262.03,93,74,13185.08
kardanadam,153271,0.79,1.01,155365.71,199,2,0.18,19,9.5,197,1547.45,1597.4,98.27,0.15,0.9,0.78,1804.78,0.01,0.02,780.73,0.1,155,11,3,3,30,0.19,2,1,7,28,8,8,69,1955.12,1955.12,1123.03,6777,228714.72,130435.48,359150.27,1583.77,1629.1,377.84,179,122,19556.16
Shhivv,175333,2.94,5.56,16227.33,18,1,0.12,5,27.8,17,1503.85,1365.14,302.22,0.44,0.61,2.78,1440.02,0,0,901.52,0.28,50,0,0,0,8,0.16,0,0,18,18,10,2,7,1995.19,1995.19,1054.42,2252,24917.84,1002.5,25920.33,1587.66,31.33,248.64,11,33,5440.04
SneakyRy,151515,1.08,1.92,50768.23,52,1,0.14,7,13.5,51,1895.29,1889.05,128.42,0.15,1.44,1.06,3258.1,0.04,0,976.31,0.13,55,2,0,0,8,0.15,0,2,1,6,7,1,27,1927.63,1927.63,976.31,1590,92058.07,77363.09,169421.2,1770.35,1487.75,502.29,75,81,6677.81
DramaFury,83581,1.21,0,33996.85,28,0,0,7,25,28,1660.36,1661.63,162.06,0.21,1.79,1.21,4085.16,0.04,0,1214.17,0.25,34,4,0,0,6,0.18,0,1,4,8,6,1,15,1970.59,1970.59,1214.17,1386,57573.13,56811.26,114384.4,2056.18,2028.97,287.18,50,62,4537.6
Exceel,165254,1.22,1.79,50361.2,56,1,0.12,8,14.3,55,1889.5,1914.42,151.52,0.14,1.23,1.2,2589.64,0,0.02,899.31,0.14,67,1,1,1,8,0.12,2,0,1,1,8,2,26,2031.38,2031.38,899.31,1555,91364.18,53655.46,145019.6,1631.5,958.13,242.19,69,39,8485.14
Br0k,54896,0,0,807.11,1,0,0,0,0,1,1202.27,1200,0,0,0,0,1389.89,0,0,807.11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,807.11,807.11,807.11,1003,1389.89,0,1389.89,1389.89,0,0,0,0,0
Fayde121,174711,1.46,3.45,37517.66,58,2,0.33,6,10.3,56,1576.07,1570.03,164.56,0.36,0.52,1.41,1538.4,0,0,646.86,0.1,82,4,0,0,21,0.26,0,0,10,13,10,2,20,1965.19,1965.19,646.86,1277,58728.33,30498.8,89227.13,1012.56,525.84,551.25,30,54,9544.38
Noobster,185801,3.16,13.64,26876.26,22,3,0.17,8,36.4,19,1829.03,1697.59,296.58,0.59,0.86,2.73,3063.65,0,0,1221.65,0.36,60,4,0,0,13,0.22,0,0,5,13,6,2,17,1853.11,1853.11,1303.68,3698,44275.39,23124.94,67400.33,2518.97,1839.09,208.55,19,53,6524.81
Barrett-Special,167222,4,22.22,9204.64,9,2,1,2,22.2,7,1551.5,1557.92,433.83,0.44,1.89,3.11,2548.77,0,0,1022.74,0.22,28,1,0,0,4,0.14,0,0,2,2,10,1,6,2030.48,2030.48,1022.74,1281,20510.46,2428.51,22938.97,2278.94,269.83,174.27,17,17,3904.51
tugazinho,59083,1.9,6.35,62753.58,63,4,0.2,10,15.9,59,2361.3,2346.8,191.54,0.24,1.19,1.78,2237.28,0,0,996.09,0.16,112,11,0,0,15,0.13,0,0,4,14,8,2,20,1960.34,1960.34,578,2940,103323.81,37624.63,140948.41,870.65,303.42,213.44,75,90,12067.31
AminOnPC,168235,7,100,1893.54,1,1,1,1,100,0,1334.27,1200,565.48,2,0,7,7794.19,0,0,1893.54,1,7,0,0,0,2,0.29,0,0,7,7,7,2,1,1893.54,1893.54,1893.54,1121,2528.48,5265.71,7794.19,2528.48,5265.71,250.55,0,4,565.48
TigerMom,116603,0.87,1.14,135762.5,175,2,0.11,19,10.9,173,2072.25,2075.02,109.75,0.11,0.92,0.86,3086.74,0.05,0.01,775.79,0.11,150,8,1,1,20,0.13,1,8,0,34,8,2,27,1974.52,1974.52,775.79,1721,191578.4,348601.3,540179.7,1094.73,1992.01,422.58,161,81,19206.41
Olzyy,40823,2.25,14.29,14701.06,14,2,0.67,4,28.6,12,1431.56,1406.79,236.13,0.43,2.57,1.93,2528.88,0,0,1050.08,0.29,27,1,0,0,6,0.22,0,0,7,14,7,1,11,2036.6,2036.6,1050.08,2376,25739.06,9665.31,35404.36,1838.5,690.38,225.29,36,21,3305.84
mogggy,88599,1.91,3.03,31284.8,33,1,0.11,9,27.3,32,1801.91,1664.69,218.07,0.39,1.21,1.85,2974.4,0,0,948.02,0.27,61,1,0,0,13,0.21,0,0,8,13,8,2,14,1980.08,1980.08,948.02,1479,49572.26,48583.06,98155.33,1502.19,1472.21,287.03,40,51,7196.4
HoverEX,121970,0.79,0,11753.86,19,0,0,0,0,19,1220.93,1215.28,109.16,0.05,0.53,0.79,977.48,0.05,0,618.62,0,15,0,0,0,1,0.07,0,1,3,3,3,1,6,1310.09,1310.09,618.62,1008,17377.68,1194.51,18572.19,914.61,62.87,246.65,10,4,2074.09
iBurnout,145278,1.61,0,22581.68,18,0,0,9,50,18,1655.04,1660.68,179.29,0.56,1.28,1.61,2852.62,0,0,1254.54,0.5,29,0,0,0,10,0.34,0,0,1,1,7,1,12,1954.52,1954.52,1254.54,1382,40950.39,10396.72,51347.11,2275.02,577.6,146.24,23,38,3227.14
Walkthegreat,1474,3,4.63,166853.11,216,10,0.3,32,14.8,206,2273.78,2324.45,322.92,0.7,1.56,2.87,2186.55,0.02,0,772.47,0.15,619,38,1,1,152,0.25,3,4,42,56,18,3,46,1964.95,1964.95,859.66,6782,285833.94,186461.01,472294.94,1617.03,1807.66,427.93,337,340,69750.11
YungLynk,10630,0.71,2.3,80934.86,87,2,0.22,9,10.3,85,1815.18,1719.94,76.03,0.13,1.01,0.69,2235.91,0.01,0.01,930.29,0.1,60,4,1,1,11,0.18,0,1,4,15,4,1,23,1959.75,1959.75,930.29,1523,113816.1,80707.7,194523.8,1308.23,927.67,118.41,88,39,6614.28
teufell,186903,2.71,12.5,13133.41,8,1,0.2,5,62.5,7,1590.31,1482.56,249.53,0.5,2,2.38,2811.68,0,0,1641.68,0.62,19,1,0,0,4,0.21,0,0,6,8,6,2,4,1843.04,1843.04,1641.68,1336,15202.94,7290.49,22493.43,1900.37,911.31,176.31,16,7,1996.26
gxddam,176239,0.8,1.22,74371.7,82,1,0.14,7,8.5,81,1757.82,1765.73,98.57,0.17,0.5,0.79,1515.99,0,0,906.97,0.09,65,5,0,0,14,0.22,0,0,2,2,5,1,23,2191.63,2191.63,906.97,1454,105842.1,18468.73,124310.9,1290.76,225.23,150.98,41,72,8082.8
MIR1749,39283,1.13,1.05,81283.16,95,1,0.03,15,15.8,94,2178.22,2126.06,149.74,0.24,0.89,1.12,2777.81,0.01,0.02,855.61,0.16,106,8,2,2,23,0.22,0,1,0,0,8,1,33,1983.28,1983.28,1061.23,2833,122969.66,140922.34,263892,1351.23,2611.29,334.95,85,144,14225.67
Kamirann,121394,0.86,1.09,117414.57,184,2,0.06,17,9.2,182,1526.95,1718.05,108.67,0.16,0.83,0.85,1360.54,0.02,0.02,638.12,0.09,156,8,3,3,30,0.19,1,3,3,18,5,2,29,1974.58,1974.58,476.39,2251,139505.35,110833.1,250338.45,507,302.82,375.48,153,85,19994.69
scherrkev,219375,0.7,3.64,53401.95,55,2,0.4,5,9.1,53,1664.51,1735.63,83.37,0.09,1.04,0.67,2236.96,0,0.02,970.94,0.09,37,3,1,1,5,0.14,0,0,2,2,6,1,18,1878.96,1878.96,970.94,1395,78721.52,44311.4,123032.9,1431.3,805.66,295.1,57,39,4585.48
gumbogumbo,152780,1.03,0,41564.13,38,0,0,7,18.4,38,1629.12,1647.42,123.87,0.24,1.61,1.03,3675.68,0.08,0.03,1093.79,0.18,39,1,1,1,9,0.23,1,3,4,4,4,2,13,1960.8,1960.8,1377.45,2392,76810.37,62865.57,139675.92,2305.14,849.53,141.06,61,51,4707.13
Kopneur,153909,0.82,7.32,36911.59,41,3,0.5,6,14.6,38,1602.42,1549.67,114.19,0.24,0.83,0.76,2139.63,0,0,900.28,0.15,31,4,0,0,10,0.32,0,0,2,2,5,2,14,1983.94,1983.94,900.28,1359,43988.41,43736.62,87725.02,1072.89,1066.75,203.02,34,34,4681.8
HyperOn3,141649,1.55,1.69,42385.99,59,1,0.25,4,6.8,58,1621.07,1670.34,179.54,0.41,1.73,1.53,1352.39,0,0,718.41,0.07,90,4,0,0,24,0.27,0,0,0,0,11,3,19,1915.95,1915.95,718.41,1308,59807.95,19982.93,79790.88,1013.69,338.69,375.95,102,43,10592.66
Satchel_Charge,169387,0.5,0,4024.5,6,0,0,0,0,6,1205.81,1202.37,79.91,0,0,0.5,1133.91,0,0,670.75,0,3,0,0,0,0,0,0,0,2,3,1,1,4,1351.86,1351.86,670.75,1003,4952.7,1850.77,6803.47,825.45,308.46,16.54,0,1,479.44
R00D,122142,0.63,0,41948.8,49,0,0,10,20.4,49,1371.16,1439.76,89.68,0.27,0.96,0.63,2104.39,0,0.02,856.1,0.2,31,3,1,1,13,0.42,1,0,1,1,6,2,16,1887.13,1887.13,856.1,1143,64441.41,38673.74,103115.1,1315.13,789.26,193.66,47,64,4394.54
ghawjd,156330,1.38,0.72,91908.54,139,1,0.04,12,8.6,138,2129.91,2133.57,154,0.27,1.43,1.37,1739.25,0.02,0.02,661.21,0.09,190,13,3,3,37,0.19,2,3,5,24,7,6,24,1960.12,1960.12,572.78,2732,158988.03,82767.92,241756.03,755.65,299.88,364.02,199,149,21405.55
LazerGuidedNuke,208183,0.43,0,59359.86,76,0,0,8,10.5,76,1290.68,1422.81,64.8,0.14,0.83,0.43,2137.68,0.03,0,781.05,0.11,33,1,0,0,11,0.33,0,2,2,9,6,1,17,1691.88,1691.88,781.05,1082,81217.42,81245.98,162463.4,1068.65,1069.03,353.08,63,43,4924.6
baardie_,123738,1.65,6.06,33684.99,33,2,0.22,9,27.3,31,1717.26,1738.56,175.17,0.39,1.18,1.55,2942.32,0.03,0,1020.76,0.27,51,4,0,0,13,0.25,0,1,0,0,6,2,20,1919.83,1919.83,1020.76,1427,52739.54,44356.96,97096.5,1598.17,1344.15,263.6,39,55,5780.63
Bromonger,211955,1.43,0,28381.2,35,0,0,5,14.3,35,1627.28,1625.65,169.26,0.31,0.86,1.43,2842.61,0.03,0.03,810.89,0.14,50,2,1,1,11,0.22,1,1,8,8,9,2,14,1962.35,1962.35,810.89,1349,60725.07,38766.13,99491.2,1735,1107.6,204.41,30,57,5924.05
Johnyrager420,86763,1.03,1.82,75413.31,110,2,0.09,11,10,108,1841.2,1861.18,126.84,0.23,1.11,1.01,1758.15,0.01,0.02,685.58,0.1,111,7,2,2,25,0.23,1,1,4,16,7,4,33,1989.1,1989.1,712.81,2503,104774.17,88621.82,193396,927.31,1297.19,356.62,122,55,13951.95
Dope_3,221997,1.51,1.47,41200.09,68,1,0.25,4,5.9,67,1537.72,1505.45,177.57,0.31,1.29,1.49,1403.23,0,0,605.88,0.06,101,6,0,0,21,0.21,0,0,9,29,12,2,18,1946.67,1946.67,605.88,1241,58405.68,37014.14,95419.82,858.91,544.33,313.61,88,60,12075.04
Futebolista,30109,0.7,0,48914.94,88,0,0,1,1.1,88,1364.04,1370.9,88.45,0.1,0.81,0.7,773.53,0,0.01,555.85,0.01,62,3,1,1,9,0.15,0,0,2,17,6,2,31,1657.88,1657.88,649.54,2123,54213.52,13856.83,68070.35,785.08,82.48,149.03,71,22,7783.66
BreizhVodka,186257,1.57,7.5,47637.73,40,3,0.27,11,27.5,37,2045.06,1917.76,163.01,0.32,1.82,1.45,3160.33,0,0.02,1190.94,0.28,58,3,1,1,13,0.22,0,0,11,13,6,4,16,1961.12,1961.12,1190.94,1704,72977.29,53435.89,126413.2,1824.43,1335.9,229.28,73,38,6520.29
Gun-Grave,133762,0.76,0,122933.1,124,0,0,9,7.3,124,2213.04,2177.24,99.25,0.12,0.78,0.76,2753.6,0.02,0.01,991.4,0.07,94,10,1,1,15,0.16,0,2,2,8,5,2,43,1935.65,1935.65,991.4,1847,206383.9,135062.6,341446.5,1664.39,1089.21,177.85,97,104,12307.05
WiiRemoteVictim,61804,1.35,0.95,80507.69,105,1,0.1,12,11.4,104,1734.66,1772.52,156.19,0.32,0.87,1.33,3210.46,0.2,0,766.74,0.11,140,4,0,0,34,0.24,0,21,8,14,10,6,41,1948.09,1948.09,986.87,2812,133626.67,203471.98,337098.65,1930.78,2363.33,323.53,91,133,16399.62
coaction,155116,1.4,0,3958,5,0,0,0,0,5,1248.16,1208.04,147.9,0.2,0.4,1.4,2156.93,0,0,791.6,0,7,1,0,0,1,0.14,0,0,3,3,3,1,2,1532.22,1532.22,791.6,1034,5968.8,4815.83,10784.63,1193.76,963.17,194.95,2,4,739.49
DaBigChop,87945,0.87,0,41805.52,38,0,0,6,15.8,38,1624.51,1618.23,121.22,0.24,0.84,0.87,3339.09,0,0,1100.15,0.16,33,3,0,0,9,0.27,1,0,0,2,4,1,12,1886.16,1886.16,1100.14,1368,69022.05,57863.59,126885.6,1816.37,1522.73,159.2,32,51,4606.32
Shmeeed,179485,1.06,0,34587.44,64,0,0,1,1.6,64,1293.59,1339.37,131.09,0.14,0.44,1.06,1474.08,0,0.02,540.43,0.02,68,2,1,1,9,0.13,0,0,1,1,4,4,16,1643.33,1643.33,540.43,1046,55366.74,38974.18,94340.91,865.11,608.97,294.84,28,31,8389.71
CHEEZPOOF,145299,1.28,0,65299.11,101,0,0,6,5.9,101,1663.8,1731.64,158.01,0.16,0.87,1.28,1110.57,0,0,646.53,0.06,129,4,0,0,16,0.12,0,0,4,4,10,3,29,1976.79,1976.79,468.06,2346,83632.67,28535,112167.7,557.21,142.68,197.5,88,86,15959.27
Farbarkin,213769,1.03,1.08,84419.24,93,1,0.12,10,10.8,92,1648.76,1673.46,137.99,0.24,1.53,1.02,2379.13,0.01,0.01,907.73,0.11,95,5,1,1,22,0.23,0,1,5,22,6,2,31,1940.99,1940.99,930.5,2635,143019.69,78239.76,221259.45,1620.26,711.37,303.81,142,72,12833.03
Sethious,208776,0.73,2.08,77737.08,96,2,0.07,15,15.6,94,1818.2,1795.48,87.4,0.09,1.52,0.72,1751.51,0.02,0,809.76,0.16,69,2,0,0,9,0.13,0,2,0,10,7,2,28,1980.64,1980.64,691.72,2513,92718.25,75426.63,168144.84,915.87,1273.06,234.02,146,160,8390.82
Ripton,15711,1.3,3.03,157324.86,165,5,0.09,30,18.2,160,2409.88,2429.95,153.24,0.33,1.56,1.26,4596.72,0.07,0,953.48,0.18,208,15,0,0,54,0.26,2,11,6,6,8,4,29,2077.03,2077.03,1154.41,3055,192778.8,565679.78,758458.58,1257.54,5402.84,219.04,257,285,25285.08
MemeMeister,222043,1.08,1.1,144724.6,181,2,0.12,16,8.8,179,2286.47,2288.47,144.31,0.24,1.41,1.07,2145.4,0.01,0.01,799.58,0.09,194,11,1,1,43,0.22,0,2,3,40,11,2,36,1964.18,1964.18,799.58,1884,251529.7,136788.6,388318.3,1389.67,755.74,454.07,255,174,26119.3
SelfHarm,199453,2.67,0,4536.14,3,0,0,1,33.3,3,1266.26,1222.43,369.54,0.67,3.33,2.67,4844.28,0,0,1512.05,0.33,8,1,0,0,2,0.25,0,0,8,8,4,1,3,1838.97,1838.97,1593.78,2090,9460.58,5072.26,14532.84,3513.32,1429.01,468.5,10,5,1108.63
Bollero,214453,2.02,1.96,51000.82,51,1,0.06,10,19.6,50,2031.75,2017.94,220.41,0.57,1.78,1.98,2062.34,0.02,0.02,1000.02,0.2,101,4,1,1,29,0.29,0,1,7,7,12,2,16,1863.2,1863.2,1412.42,2727,75371.67,29807.39,105179.09,2479.69,298.07,211.55,91,85,11240.85
duduchuan,46567,0,0,2739.57,4,0,0,0,0,4,1201.66,1214.13,22.67,0,0,0,1991.52,0,0,684.89,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1168.6,1168.6,684.89,1004,2731.89,5234.19,7966.08,682.97,1308.55,0,0,0,90.68
Winlix,157694,0.99,1.96,94214.22,102,2,0.05,23,22.5,100,2223.42,2147.84,124.13,0.18,1.9,0.97,2408.61,0.02,0,923.67,0.23,99,11,0,0,18,0.18,0,2,8,22,5,2,29,1969.7,1969.7,910.84,3006,119100.57,126577.59,245678.16,1219.01,1046.86,187.15,194,155,12661.35
LiHou,194051,1.57,0,7343.4,7,0,0,1,14.3,7,1300.76,1314.37,192.21,0.29,0.43,1.57,2436.65,0,0,1049.06,0.14,11,1,0,0,2,0.18,0,0,1,3,5,1,7,1652.61,1652.61,1049.06,1078,12812.34,4244.22,17056.55,1830.33,606.32,173.12,3,17,1345.45
Clicor,167482,0.6,0,81870.04,88,0,0,7,8,88,1643.49,1692.91,92.81,0.16,0.57,0.6,1962.61,0.03,0,930.34,0.08,53,3,0,0,14,0.26,1,3,0,0,5,2,24,1923.53,1923.53,930.34,1374,125919.7,46790.01,172709.7,1430.9,531.7,244.03,50,81,8167.14
JUSTCOZZ,166818,0.64,0,88326.51,107,0,0,11,10.3,107,1596.68,1601.34,82.49,0.12,1.3,0.64,2558.41,0.02,0.01,825.48,0.1,68,8,1,1,13,0.19,1,2,7,10,5,2,31,1907.32,1907.32,986.63,5370,150031.9,123717.54,273749.34,1560.33,2074.18,370.49,139,127,8826.3
drweavil,98041,1.39,0,19574.03,18,0,0,2,11.1,18,1462.05,1475.5,154.85,0.28,2.22,1.39,3809.86,0,0,1087.45,0.11,25,0,0,0,5,0.2,1,0,5,12,3,1,13,1770.41,1770.41,1216.54,2239,31368.31,37209.13,68577.43,2198.86,2867.37,257.45,40,20,2787.35
SoulsTaker7,160846,0.49,1.08,239681.32,277,3,0.28,35,12.6,274,1916.66,1985.24,64.35,0.06,1.09,0.48,2179.11,0.03,0,865.28,0.13,133,13,1,1,18,0.14,0,7,5,19,6,1,40,2035.55,2035.55,1132.78,5066,330887.45,272725.46,603612.95,1563.39,1515.45,349.62,303,176,17824.41
Flycrack,207261,0.5,0,30966.51,38,0,0,3,7.9,38,1370.81,1387.61,64.61,0.13,1.55,0.5,1832.15,0,0,814.91,0.08,19,1,0,0,5,0.26,0,0,0,0,4,1,4,1754.38,1754.38,814.91,1149,47187.49,22434.16,69621.65,1241.78,590.37,56.78,59,7,2455.18
Slasher,40042,1.83,6,52977.76,50,3,0.21,11,22,47,1812.65,1868.74,186.71,0.56,1.04,1.72,1847.09,0,0,1059.56,0.22,86,4,0,0,28,0.33,0,0,1,15,8,2,22,2033.52,2033.52,1042.17,2682,84318.32,8036.18,92354.49,1633.03,153.93,316.75,52,41,9335.53
Zakky,37649,1,0,727.01,1,0,0,0,0,1,1206.86,1200,129.73,0,0,1,1661.58,0,0,727.01,0,1,0,0,0,0,0,0,0,1,1,1,1,1,727.01,727.01,727.01,1004,1070.74,590.83,1661.58,1070.74,590.83,20.25,0,0,129.73
Manuek,4786,0.87,1.46,204196.96,205,3,0.06,39,19,202,2015.99,2093.24,111.14,0.12,0.93,0.86,2131.62,0.01,0,996.08,0.19,176,19,1,1,24,0.14,0,3,5,8,9,4,57,2213.09,2213.09,912.23,4025,212919.07,224062.86,436981.92,782.98,754.16,323.04,191,201,22784.13
TastyBaneling,80544,1.72,0,21376.76,18,0,0,7,38.9,18,1565,1518.85,208.77,0.22,1.28,1.72,3681.5,0.06,0.06,1187.6,0.39,31,1,1,1,4,0.13,1,1,3,3,7,2,8,1978.73,1978.73,1187.6,1303,35329.89,30937.02,66266.91,1962.77,1718.72,146.74,23,31,3757.82
Legro,38619,1,0,1680.65,2,0,0,0,0,2,1215.11,1223.3,147.79,0,0,1,1574.32,0,0,840.32,0,2,0,0,0,0,0,0,0,2,2,1,1,1,1443.11,1443.11,840.32,1008,3148.64,0,3148.64,1574.32,0,29.48,0,0,295.57
ATCTymer,162795,0.86,0,41257.57,58,0,0,4,6.9,58,1434.92,1427.51,108.02,0.19,0.52,0.86,2044.07,0.02,0,711.34,0.07,50,6,0,0,11,0.22,0,1,2,5,5,1,21,1672.53,1672.53,527.59,2180,65468.91,53087.16,118556.1,712.79,1072.47,248.63,30,30,6265.02
Sytr3x,41375,0.52,1.52,70532.63,66,1,0.07,9,13.6,65,1638.05,1652.33,66.88,0.14,1.61,0.52,2369.74,0,0,1068.68,0.14,34,1,0,0,9,0.26,0,0,4,4,3,1,15,2083.44,2083.44,1310.69,2482,132841.2,23561.76,156402.88,2469.9,489.58,197.17,106,75,4414.11
TheTriX86,153618,0.79,2.27,75866.55,88,2,0.14,14,15.9,86,1781.53,1744.32,84.68,0.15,0.67,0.77,1649.76,0,0,862.12,0.16,68,0,0,0,13,0.19,0,0,4,4,7,2,30,1963.24,1963.24,862.12,1486,78561.02,66617.83,145178.8,892.74,757.02,142.95,59,57,7451.59
Iced94,176771,6,33.33,4435.21,3,1,1,1,33.3,2,1370.36,1353.91,409.74,1.33,1.33,4,2974.46,0,0,1478.4,0.33,12,2,0,0,4,0.33,0,0,1,11,10,1,3,1964.01,1964.01,1478.4,1141,8923.37,0,8923.37,2974.46,0,204.65,4,7,1229.22
VOYAGEZ,171759,0.46,0,70290.7,72,0,0,13,18.1,72,1651.47,1620.57,60.45,0.06,1.86,0.46,3093.74,0.01,0.01,976.26,0.18,33,2,1,1,4,0.12,2,1,2,2,3,1,17,1879.32,1879.32,552.18,2383,96805.88,125943.6,222749.52,683.32,886.93,164.46,134,90,4352.47
Brutakis,172054,1.17,1.05,92585.82,95,1,0.08,12,12.6,94,2262.68,2286.9,148.92,0.19,1.47,1.16,2024.09,0,0,974.59,0.13,110,12,0,0,18,0.16,0,0,4,23,6,2,18,1970.32,1970.32,974.59,1868,117701.3,74586.8,192288.1,1238.96,785.12,320.29,140,93,14147.79
Plautzenpeter,80628,1.52,6.45,27384.55,31,2,0.33,6,19.4,29,1458.52,1357.62,166.74,0.42,1.23,1.42,3033.81,0.03,0,883.37,0.19,44,0,0,0,13,0.3,0,1,9,16,9,2,14,1933.4,1933.4,902.43,2331,52100.6,41947.64,94048.24,1715.7,1491.56,236.8,38,48,5168.93
Swat,85426,1.61,10,22046.85,20,2,0.22,6,30,18,1442.03,1398.53,183.16,0.2,2,1.45,3310.04,0,0,1102.34,0.3,29,2,0,0,4,0.14,1,0,11,16,7,1,15,1952.29,1952.29,1060.23,3373,34651,31549.77,66200.77,1795.22,2024.02,213.84,40,31,3663.21
Nirmo,123714,1.04,3.92,45755.69,51,2,0.28,5,9.8,49,1544.8,1552.58,125.3,0.35,0.73,1,2248.76,0,0.02,897.17,0.1,51,5,1,1,18,0.35,1,0,2,9,5,1,23,1959.96,1959.96,1058.3,3482,66716.76,47970.05,114686.82,1680.2,652.96,269.47,37,33,6390.24
Vipont,99446,1.26,0,50769.47,66,0,0,3,4.5,66,1727.19,1641.93,154.97,0.26,0.71,1.26,1731.98,0,0,769.23,0.05,83,4,0,0,17,0.2,0,0,8,8,6,1,24,1862.15,1862.15,660.97,2400,74392.14,39918.64,114310.75,945.62,568.81,593.25,47,58,10228.13
Jewny,61974,1.94,1.89,34379.88,53,1,0.14,7,13.2,52,1700.26,1779.07,209.32,0.55,1.15,1.91,1706.47,0.02,0.02,648.68,0.13,101,3,1,1,29,0.29,0,1,2,2,7,2,12,1930.2,1930.2,648.68,1376,49476.17,40966.63,90442.8,933.51,772.96,300.74,61,51,11094.16
kiosin,130845,1.68,5.13,32936.2,39,2,0.14,7,17.9,37,1782.34,1787.44,192.47,0.36,1.59,1.59,2107.06,0,0,844.52,0.18,62,9,0,0,14,0.23,0,0,4,10,7,2,16,1935.65,1935.65,719.32,2467,52006.14,30169.09,82175.23,1301.99,396.96,244.06,62,57,7506.15
MonsGG,73202,1.81,2.04,46892.32,49,1,0.09,11,22.4,48,2103.24,2092.99,206.77,0.35,2.16,1.78,2444.37,0,0.02,956.99,0.22,87,4,1,1,17,0.2,0,0,5,26,9,2,20,1917.24,1917.24,956.99,1727,67537.03,52237.06,119774.1,1378.31,1066.06,230.73,106,97,10131.61
BroGamerRandy,210531,0.98,0,150923.78,292,0,0,9,3.1,292,1517.04,1682.88,123.51,0.18,0.98,0.98,1329.32,0.02,0.01,516.86,0.03,287,19,3,3,53,0.18,3,5,8,27,9,8,51,1942.15,1942.15,675.01,2246,196679.29,191482.14,388161.42,653.5,855.44,218.66,287,175,36064.35
Boxxer27,136795,0.36,0,6841.21,11,0,0,0,0,11,1156.93,1200,60.5,0.18,0.55,0.36,1724.6,0.09,0.09,621.93,0,4,1,1,1,2,0.5,0,1,0,0,2,1,4,1583.28,1583.28,621.93,964,6945.49,12025.1,18970.6,631.41,1093.19,226.25,6,4,665.47
itoja,179096,0.33,0,2976.33,3,0,0,0,0,3,1225.05,1225.84,89.62,0.33,0.33,0.33,2012.27,0,0,992.11,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1545.04,1545.04,992.11,1023,6035.9,0.91,6036.8,2011.96,0.3,35.99,1,1,268.87
wojtman,37456,1.3,6.12,45545.02,49,3,0.6,5,10.2,46,1763.96,1740.72,150.03,0.31,1,1.22,1706.88,0,0,929.49,0.1,60,2,0,0,15,0.25,0,0,3,3,8,2,16,1961.38,1961.38,929.49,1456,71533.84,12103.39,83637.23,1459.87,247.01,328.32,49,36,7351.67
Roester,22015,0.71,4,52081.4,50,2,0.25,8,16,48,1685.08,1671.31,90.37,0.18,2.1,0.68,3253.01,0,0,1041.63,0.16,34,1,0,0,9,0.26,1,0,3,3,6,2,24,2172.86,2172.86,1041.63,1417,93794.02,68856.55,162650.6,1875.88,1377.13,176.83,105,81,4518.59
