PlayerName,TrackerID,KillDeathRatio,WinRatio,TimeSurvived,RoundsPlayed,Wins,WinTop10Ratio,Top10s,Top10Ratio,Losses,Rating,BestRating,DamagePg,HeadshotKillsPg,HealsPg,KillsPg,MoveDistancePg,RoadKillsPg,TeamKillsPg,TimeSurvivedPg,Top10sPg,Kills,Assists,Suicides,TeamKills,HeadshotKills,HeadshotKillRatio,VehicleDestroys,RoadKills,DailyKills,WeeklyKills,RoundMostKills,MaxKillStreaks,Days,LongestTimeSurvived,MostSurvivalTime,AvgSurvivalTime,WinPoints,WalkDistance,RideDistance,MoveDistance,AvgWalkDistance,AvgRideDistance,LongestKill,Heals,Boosts,DamageDealt
travvvvv,62782,1.53,1.54,41613.31,65,1,0.07,5,7.7,64,1425.76,1473.84,169.72,0.23,1.03,1.51,1841.94,0.02,0,640.2,0.08,98,1,0,0,15,0.15,0,1,13,28,10,2,28,1951.81,1951.81,731.56,3149,58044.27,61681.71,119725.99,1110.17,626.68,162.54,67,56,11031.85
Zenfir,162224,0.86,0,25978.44,29,0,0,6,20.7,29,1419.49,1416,111.33,0.17,0.9,0.86,2388.85,0.07,0,895.81,0.21,25,2,0,0,5,0.2,0,2,6,9,4,1,7,1931.93,1931.93,906.47,2195,36867.46,32409.07,69276.53,1183.39,578.73,224.15,26,23,3228.71
AMDangeR,164343,1.34,1.8,88214.22,111,2,0.12,16,14.4,109,2158.62,2131.57,164.41,0.29,0.97,1.32,2366.56,0.01,0.02,794.72,0.14,146,7,2,2,32,0.22,0,1,1,10,8,2,24,1925.73,1925.73,794.72,1780,139635.1,123053.1,262688.2,1257.97,1108.59,294.44,108,122,18249.87
Tigerland,8192,0,0,749.87,1,0,0,0,0,1,1176.33,1200,0,0,0,0,0,0,0,749.87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,749.87,749.87,749.87,980,0,0,0,0,0,0,0,0,0
IonizedAndy,119395,4,0,1765.4,1,0,0,1,100,1,1263.18,1200,444.08,1,1,4,5805.11,0,0,1765.4,1,4,1,0,0,1,0.25,0,0,4,4,4,1,1,1765.4,1765.4,1765.4,1054,5805.11,0,5805.11,5805.11,0,222.51,1,5,444.08
ThroatSlammer,66772,1.05,0.84,114850.07,119,1,0.01,27,22.7,118,1756.52,1794.68,127.35,0.29,1.29,1.04,2517.13,0.01,0.02,965.13,0.23,124,5,2,2,35,0.28,0,1,17,32,10,2,26,1950.28,1950.28,998.33,5956,149267.23,150271.17,299538.39,1273.2,1496.53,258.73,153,185,15154.79
Perry,191875,1.74,0,25016.11,19,0,0,8,42.1,19,1702.7,1671.67,225.73,0.37,1.74,1.74,4098.95,0,0,1316.64,0.42,33,4,0,0,7,0.21,0,0,2,2,5,1,11,1919.09,1919.09,1316.64,1425,33360.04,44519.95,77879.99,1755.79,2343.16,249.62,33,26,4288.91
cemik,195740,0.92,0,26720.42,37,0,0,2,5.4,37,1374.27,1355,123.63,0.3,1.3,0.92,1608.14,0,0,722.17,0.05,34,4,0,0,11,0.32,0,0,1,1,8,7,14,1613.56,1613.56,1142.19,2169,39204.52,20296.54,59501.06,2532.24,883.49,110.62,48,20,4574.44
Vivalahelvig,189137,1.13,0,31187.49,30,0,0,8,26.7,30,1477.65,1557.38,142.1,0.1,1.03,1.13,2669.89,0,0,1039.58,0.27,34,0,0,0,3,0.09,0,0,0,0,6,1,17,1918.26,1918.26,1127.9,2353,45183.94,34912.91,80096.84,1564.74,1440.25,164.23,31,17,4263.09
MaxikingPL,189780,1.53,2.52,112723.31,119,3,0.22,12,10.1,116,2114.5,2156.27,176.46,0.39,2,1.49,2582.86,0.03,0.02,947.25,0.1,177,4,2,2,47,0.27,0,4,27,47,10,3,31,2164.58,2164.58,1065.92,5434,176016.68,131343.82,307360.51,1694.9,1397.31,433.16,238,84,20998.35
Min_Young,47636,0.88,0.37,198978.23,268,1,0.01,18,6.7,267,2218.41,2265.03,108.57,0.16,1.21,0.87,1670.22,0.03,0.01,742.46,0.07,234,12,3,3,43,0.18,4,7,7,29,7,5,50,1969.56,1969.56,686.4,5825,268964.79,178654.74,447619.53,977.99,419.73,321.31,323,174,29096.78
BratoK,29128,1.48,4.84,124639.9,124,6,0.16,26,21,118,2058.78,2066.33,180.82,0.4,1.17,1.41,2419.7,0.03,0.01,1005.16,0.21,175,9,1,1,49,0.28,1,4,19,48,9,2,56,2179.39,2179.39,938.46,7534,161279.64,138762.64,300042.32,1239.88,803.97,322.55,145,138,22421.95
deji98,221382,2.62,20,11496.14,10,2,0.67,3,30,8,1527.05,1503.25,258.93,0.5,2.3,2.1,3065.74,0,0.1,1149.61,0.3,21,1,1,1,5,0.24,0,0,3,7,7,1,9,1959.08,1959.08,1149.61,1281,19835.22,10822.23,30657.45,1983.52,1082.22,163.74,23,19,2589.32
John_Stone,77536,0.82,0,13476.94,11,0,0,2,18.2,11,1338.23,1364.89,94.43,0.18,2.27,0.82,3413.5,0,0.09,1225.18,0.18,9,1,1,1,2,0.22,0,0,0,0,3,1,5,1778.75,1778.75,1225.18,1122,19780.97,17767.58,37548.55,1798.27,1615.23,138.68,25,7,1038.72
FlaccidAssassin,56754,2.7,0,12465.51,10,0,0,3,30,10,1362.75,1320.45,285.34,0.5,1.2,2.7,2854.03,0.1,0.1,1246.55,0.3,27,1,1,1,5,0.19,0,1,14,14,8,1,8,1762.14,1762.14,1416.71,2212,24814.22,3726.08,28540.3,2650.4,529.96,278.84,12,22,2853.43
Onyx54,203163,1.34,3.33,40064.37,60,2,0.2,5,8.3,58,1545.86,1545.91,150.32,0.17,0.62,1.3,2174.67,0.02,0,667.74,0.08,78,4,0,0,10,0.13,1,1,2,4,11,1,20,1934.17,1934.17,454.27,2255,53653.06,76826.98,130480.07,616.04,651.08,216.47,37,56,9019.02
Loco-Bob,172719,0.8,0,73043.19,69,0,0,10,14.5,69,1779.4,1788.94,115.52,0.16,1.03,0.8,3364.24,0.01,0,1058.6,0.14,55,6,0,0,11,0.2,0,1,5,6,4,1,29,1909.28,1909.28,1165.64,3729,102830.58,129302.27,232132.89,1422.27,1923.45,381.71,71,86,7970.88
CommandoERH,48579,0.8,0.43,186043.37,232,1,0.02,20,8.6,231,1893.71,1874.47,101.02,0.17,1.62,0.8,2803.72,0,0.01,801.91,0.09,185,14,3,3,39,0.21,0,1,5,18,8,2,53,1928.26,1928.26,700.79,4914,269553.4,380910.42,650463.84,1052.97,1147.55,261.74,375,219,23437.19
Ramatut,80134,1,5,78409.55,60,3,0.12,18,30,57,2049.11,2020.8,130.21,0.28,3.35,0.95,4375.94,0.02,0,1306.83,0.3,57,2,0,0,17,0.3,0,1,2,10,6,2,27,2180.54,2180.54,1338.77,4066,118748.23,143807.98,262556.28,2012.62,2353.48,296.13,201,162,7812.89
Famai,159411,1.23,0,26536.3,22,0,0,5,22.7,22,1426.96,1383.88,135.62,0.36,0.86,1.23,4798.71,0,0.05,1206.2,0.23,27,3,1,1,8,0.3,0,0,15,15,6,2,14,1886.33,1886.33,1330.71,5408,46065.88,59505.69,105571.57,2361.38,2179.36,339.66,19,31,2983.57
SNAKEPLISSKEN,146156,2.05,0,15680.09,19,0,0,2,10.5,19,1495.65,1483.67,244.62,0.42,0.42,2.05,2153.77,0.16,0.11,825.27,0.11,39,3,2,2,8,0.21,0,3,4,4,9,2,7,1794.58,1794.58,825.27,1221,26171.19,14750.54,40921.72,1377.43,776.34,143.97,8,19,4647.87
Nickyg,149456,1.77,0,28339.48,35,0,0,4,11.4,35,1627.03,1598.9,204.47,0.34,1.26,1.77,2774.11,0.03,0,809.7,0.11,62,2,0,0,12,0.19,0,1,9,12,13,2,8,1970.79,1970.79,809.7,1324,43167.75,53925.96,97093.7,1233.36,1540.74,255.12,44,39,7156.54
Destinm,200349,1.39,2.3,67799.76,87,2,0.14,14,16.1,85,1907.22,1926.25,147.84,0.22,1.24,1.36,2101.01,0.02,0,779.31,0.16,118,2,0,0,19,0.16,0,2,5,13,9,2,28,1892.73,1892.73,779.31,1571,99176.26,83611.7,182788,1139.96,961.05,342.6,108,92,12861.7
pwyff,81308,2.53,0,16207.33,15,0,0,5,33.3,15,1525.47,1451.05,255.35,0.67,1.13,2.53,3204.06,0,0,1080.49,0.33,38,1,0,0,10,0.26,0,0,12,21,10,1,8,1964.45,1964.45,1080.49,1250,23079.46,24981.45,48060.9,1538.63,1665.43,309.31,17,21,3830.26
Puma-0Ti,148459,3.2,23.08,13197.18,13,3,1,3,23.1,10,1455.91,1500.64,256.04,1.08,1.23,2.46,2128.12,0,0,1015.17,0.23,32,3,0,0,14,0.44,0,0,11,11,7,2,8,2180.32,2180.32,1241.03,2327,24401.19,3264.32,27665.51,2492.01,645.36,239.21,16,24,3328.49
YakGua,86785,1.25,4.76,28688.82,21,1,0.14,7,33.3,20,1728.18,1736.5,143.09,0.14,1.48,1.19,6184.97,0.05,0.05,1366.13,0.33,25,2,1,1,3,0.12,0,1,3,3,3,1,9,2008.43,2008.43,1366.13,1454,34312.39,95572.05,129884.4,1633.92,4551.05,185.68,31,34,3004.94
DLTWaza,35436,1.66,2.43,149742.9,206,5,0.26,19,9.2,201,2267.07,2274.88,197.15,0.43,1.53,1.62,1833.08,0.01,0,726.91,0.09,333,14,0,0,89,0.27,0,2,3,15,9,2,39,2013.63,2013.63,726.91,1848,192520.5,185094.7,377615.3,934.57,898.52,388.11,316,367,40612.46
BIGBADWILLG,31278,3,25,5668.44,4,1,1,1,25,3,1380.48,1372.37,295.36,0.25,5.5,2.25,5692.22,0,0,1417.11,0.25,9,0,0,0,1,0.11,0,0,0,8,8,1,4,1808.25,1808.25,1417.11,1154,5938.24,16830.65,22768.9,1484.56,4207.66,271.46,22,8,1181.43
SebbyG,220836,1.76,2.56,28351,39,1,0.2,5,12.8,38,1509.55,1525.08,205.6,0.31,1.59,1.72,1454.39,0,0,726.95,0.13,67,2,0,0,12,0.18,0,0,2,13,11,2,15,1922.73,1922.73,726.95,1221,41439.45,15281.67,56721.12,1062.55,391.84,222.37,62,50,8018.37
EumSeungHwan,11703,1.53,0,63475.77,60,0,0,15,25,60,2028.38,1998.25,211.15,0.32,1.62,1.53,3930.24,0.03,0.02,1057.93,0.25,92,7,1,1,19,0.21,0,2,2,10,7,1,21,1889.2,1889.2,1057.93,1668,109772.1,126042.5,235814.6,1829.54,2100.71,221.61,97,88,12669.18
AviD_HD,116004,1.62,2.63,40074.8,38,1,0.07,7,18.4,37,1839.33,1846.94,190.38,0.32,2.34,1.58,2272.44,0,0.03,1054.6,0.18,60,2,1,1,12,0.2,0,0,0,0,7,1,16,1969.42,1969.42,690.32,2518,63093.72,23259.07,86352.8,984.35,314.31,458.04,89,74,7234.5
Impeh,116268,1.9,0,11560.23,10,0,0,1,10,10,1392.89,1339.89,225.01,0.4,0.9,1.9,3300.21,0,0,1156.02,0.1,19,0,0,0,4,0.21,0,0,3,19,4,1,5,1704.62,1704.62,1156.02,1151,23363.97,9638.09,33002.06,2336.4,963.81,473.5,9,5,2250.06
MagicianNC,217856,0.25,0,5586.52,8,0,0,0,0,8,1212.47,1212.35,40.25,0,0.12,0.25,1126.67,0,0,698.31,0,2,0,0,0,0,0,0,0,0,0,1,1,4,1201.36,1201.36,913.91,2022,6013.58,2999.8,9013.37,1243.23,214.27,1.44,1,1,321.97
cockfaucet,154755,1.88,7.61,91065.35,92,7,0.15,21,22.8,85,2162.34,2203.44,215.07,0.4,1.28,1.74,3886.61,0.04,0.01,989.84,0.23,160,11,1,1,37,0.23,0,4,4,20,13,2,44,2195.47,2195.47,996.48,6456,137974.52,219593.23,357567.8,1671.61,3184.37,271.23,118,109,19786.24
firstchrono,149043,1.93,6.25,18354.63,16,1,0.33,3,18.8,15,1592.89,1574.35,187.62,0.31,0.5,1.81,4110.74,0.12,0,1147.16,0.19,29,0,0,0,5,0.17,0,2,2,2,7,2,11,2000.21,2000.21,1147.16,1326,34375.15,31396.65,65771.8,2148.45,1962.29,196.75,8,10,3002
8Bit,47215,1.26,0.7,103109.84,143,1,0.03,12,8.4,142,2002.61,1930.28,147.18,0.34,1.08,1.25,2315.61,0.02,0.01,721.05,0.08,179,14,1,1,48,0.27,4,3,6,6,8,2,34,2140.86,2140.86,777.9,3657,111430.97,219701.03,331131.99,915.88,2398.59,413.46,155,171,21046.16
Johnnytorso,199161,2.5,9.09,13041.98,11,1,0.33,3,27.3,10,1528.12,1466.53,243.99,0.55,0.55,2.27,1881.85,0,0,1185.63,0.27,25,1,0,0,6,0.24,0,0,3,15,8,1,5,2005.35,2005.35,1185.63,1269,19161.3,1539.09,20700.4,1741.94,139.92,254.92,6,21,2683.92
snolax21,106382,0.47,0,69960.85,62,0,0,13,21,62,1805.38,1758.15,68.69,0.03,1.03,0.47,3066.22,0,0,1128.4,0.21,29,3,0,0,2,0.07,0,0,2,2,3,1,16,1795.34,1795.34,1164.44,2557,94476.24,95629.3,190105.54,1331.09,1285.66,187.72,64,55,4258.5
SheepShaggerNZ,27515,1.93,3.85,60186.61,78,3,0.18,8,10.3,75,1529.16,1628.42,215.42,0.41,0.68,1.86,1709.14,0,0.01,771.62,0.1,145,9,1,1,32,0.22,1,0,12,13,7,2,33,2186.36,2186.36,813.62,4502,81147.87,52165.19,133313.06,850.48,519.45,320.84,53,135,16802.78
Phenus,124326,2.15,0,11423.61,13,0,0,2,15.4,13,1410.57,1415.63,262.74,0.08,2.15,2.15,2584.49,0.15,0,878.74,0.15,28,0,0,0,1,0.04,0,2,0,0,5,1,9,1746.62,1746.62,878.74,1152,18879.4,14718.98,33598.38,1452.26,1132.23,292.21,28,16,3415.58
Wu_Tang_Willy,220781,0.52,0,136426.16,150,0,0,17,11.3,150,1907.63,1938.21,70.19,0.09,0.93,0.52,2954.49,0.04,0.01,909.51,0.11,78,15,1,1,13,0.17,0,6,4,8,5,1,19,1945.16,1945.16,996.72,2613,206127.86,237045.55,443173.41,1655.26,3058.81,290.82,139,99,10528.12
ElmotheCrip,45347,1.31,3.51,56317.26,57,2,0.17,12,21.1,55,2065.54,2054.43,148.08,0.32,0.82,1.26,3300.81,0,0.02,988.02,0.21,72,6,1,1,18,0.25,1,0,1,5,9,3,19,1964.08,1964.08,988.02,1714,85429.66,102716.5,188146.1,1498.77,1802.04,210.08,47,49,8440.73
sK-Speed,168603,0.65,1.37,62902.15,73,1,0.12,8,11,72,1731.02,1803.96,90.01,0.16,2.04,0.64,2497.25,0,0,861.67,0.11,47,6,0,0,12,0.26,1,0,2,13,7,2,9,1948.07,1948.07,861.67,1430,107115.6,75183.45,182299,1467.34,1029.91,171.67,149,64,6570.58
Cubanator,143231,0.97,0.33,169559.1,302,1,0.09,11,3.6,301,1831.67,1915.27,115.61,0.17,0.99,0.97,1670.42,0.05,0.02,561.45,0.04,293,13,5,5,51,0.17,1,14,3,78,6,3,35,1957.55,1957.55,561.45,1493,219322.9,285145.5,504468.3,726.23,944.19,365.92,298,186,34914.58
Possi,73032,1.56,0,16483.62,18,0,0,3,16.7,18,1417.58,1386.05,191.5,0.39,1.78,1.56,2736.64,0,0,915.76,0.17,28,3,0,0,7,0.25,0,0,2,4,4,1,5,1829.58,1829.58,915.76,1169,19897.2,29362.25,49259.45,1105.4,1631.24,239.68,32,28,3446.94
duxy_,85638,1.36,12.5,16323.69,16,2,0.4,5,31.2,14,1559.94,1431.51,140.24,0.25,1.19,1.19,3275.11,0,0,1020.23,0.31,19,1,0,0,4,0.21,0,0,5,5,5,1,5,2017.22,2017.22,1020.23,1314,30869.42,21532.33,52401.75,1929.34,1345.77,105.44,19,18,2243.78
Secretless,77669,6.14,26.32,23697.86,19,5,0.9,6,31.6,14,1855.45,1717.59,467.08,1.47,1.47,4.53,3666.23,0,0.05,1247.26,0.32,86,2,1,1,28,0.33,0,0,27,27,13,2,7,1918.45,1918.45,1257.57,2743,50863.01,18795.36,69658.37,2690.62,1057.75,420.85,28,68,8874.57
MultiiGamer,87593,0.76,1.68,131362.24,179,3,0.39,16,8.9,176,1483.48,1755.99,91.83,0.23,1.04,0.74,1464.59,0.01,0.01,733.87,0.09,133,5,2,2,41,0.31,0,1,9,24,5,2,37,2018.45,2018.45,892.08,3532,165867.42,96294.4,262161.82,948.09,1419.66,179.33,186,189,16437.37
TruNerd,87918,1.93,3.33,30808.54,30,1,0.25,4,13.3,29,1756.84,1739.6,226.74,0.5,1.87,1.87,3988.47,0.03,0,1026.95,0.13,56,3,0,0,15,0.27,0,1,7,8,12,1,10,1947.33,1947.33,1026.95,1446,62971.66,56682.46,119654.1,2099.05,1889.42,184.53,56,69,6802.18
StReX,196935,1.51,9.3,54675.55,43,4,0.28,14,32.6,39,1700.5,1687.09,179.54,0.42,1.91,1.37,3423.41,0.07,0,1271.52,0.33,59,1,0,0,18,0.31,2,3,4,5,8,5,32,2007.87,2007.87,1313.06,4043,76249.65,70956.94,147206.6,1800.5,1789.33,258.29,82,88,7720.36
Fl4t3ric,37304,1.62,2.63,38345.88,38,1,0.12,8,21.1,37,1752.63,1712.34,198.1,0.37,1,1.58,2252.91,0,0,1009.1,0.21,60,3,0,0,14,0.23,0,0,3,5,7,1,14,1959.68,1959.68,1009.1,1449,66048.95,19561.54,85610.48,1738.13,514.78,305.44,38,56,7527.66
DerRote,18192,1.51,0.95,74701.55,105,1,0.12,8,7.6,104,1827.3,1828.97,173.79,0.42,1.23,1.5,2164.5,0,0.01,711.44,0.08,157,6,1,1,44,0.28,0,0,9,10,11,2,38,1962.93,1962.93,1024.79,4727,133160.26,94112.16,227272.38,2399.45,1089.01,344.7,129,159,18247.77
Aimutee,209580,0.98,2.44,32521.7,41,1,0.25,4,9.8,40,1464.94,1492.65,104.62,0.39,1.15,0.95,2040.4,0,0,793.21,0.1,39,3,0,0,16,0.41,0,0,0,0,7,4,16,1976.82,1976.82,793.21,1208,43881.45,39774.94,83656.39,1070.28,970.12,132.55,47,27,4289.34
Ghost322,218259,1.06,0,94091.11,156,0,0,9,5.8,156,1614.15,1682.61,128.17,0.28,0.94,1.06,1245.26,0.01,0,603.15,0.06,166,7,0,0,44,0.27,1,2,7,10,6,2,29,1907.23,1907.23,773.18,2332,128872.9,65388.45,194261.3,1278.62,212.3,311.37,147,132,19993.98
Jamabable,15292,2.33,7.69,16153.59,13,1,0.25,4,30.8,12,1615.9,1597.72,206.19,0.46,3.23,2.15,4059.45,0,0,1242.58,0.31,28,2,0,0,6,0.21,0,0,4,13,4,2,4,1898.94,1898.94,1242.58,1342,27796.7,24976.1,52772.8,2138.21,1921.24,127.01,42,36,2680.52
